source_page,href,type,result
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,contact-distributor.html#support,internal,PASS
demo-map.html,contact-distributor.html#support,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,contact-distributor.html#distributor,internal,PASS
demo-map.html,homepage.html#proof,internal,PASS
demo-map.html,homepage.html#bond,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,demo-map.html,internal,PASS
demo-map.html,design-system.html,internal,PASS
demo-map.html,contact-distributor.html#contact,internal,PASS
demo-map.html,#pages,in-page,PASS
demo-map.html,#components,in-page,PASS
demo-map.html,homepage.html,internal,PASS
demo-map.html,#pages,in-page,PASS
demo-map.html,#path,in-page,PASS
demo-map.html,#components,in-page,PASS
demo-map.html,#audit,in-page,PASS
demo-map.html,homepage.html,internal,PASS
demo-map.html,microsite.html,internal,PASS
demo-map.html,article.html,internal,PASS
demo-map.html,video.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,search.html,internal,PASS
demo-map.html,product-series-eds-4008.html,internal,PASS
demo-map.html,product-model-eds-4008-lv-hv.html,internal,PASS
demo-map.html,compare-quote.html,internal,PASS
demo-map.html,contact-distributor.html,internal,PASS
demo-map.html,chatbot.html,internal,PASS
demo-map.html,analytics.html,internal,PASS
demo-map.html,journey.html,internal,PASS
demo-map.html,backend-compliance.html,internal,PASS
demo-map.html,design-system.html,internal,PASS
demo-map.html,homepage.html,internal,PASS
demo-map.html,microsite.html,internal,PASS
demo-map.html,article.html,internal,PASS
demo-map.html,video.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,search.html,internal,PASS
demo-map.html,product-series-eds-4008.html,internal,PASS
demo-map.html,manual.html,internal,PASS
demo-map.html,product-model-eds-4008-lv-hv.html,internal,PASS
demo-map.html,compare-lv-hv.html,internal,PASS
demo-map.html,compare-quote.html,internal,PASS
demo-map.html,contact-distributor.html,internal,PASS
demo-map.html,chatbot.html,internal,PASS
demo-map.html,analytics.html,internal,PASS
demo-map.html,journey.html,internal,PASS
demo-map.html,backend-compliance.html,internal,PASS
demo-map.html,product-category-ethernet-switches.html,internal,PASS
demo-map.html,products.html,internal,PASS
demo-map.html,products.html,internal,PASS
demo-map.html,homepage.html#solutions,internal,PASS
demo-map.html,homepage.html#solutions,internal,PASS
demo-map.html,homepage.html#solutions,internal,PASS
demo-map.html,article.html,internal,PASS
demo-map.html,article.html,internal,PASS
demo-map.html,video.html,internal,PASS
demo-map.html,contact-distributor.html#support,internal,PASS
demo-map.html,contact-distributor.html#contact,internal,PASS
demo-map.html,contact-distributor.html#distributor,internal,PASS
design-system.html,homepage.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,products.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,products.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,products.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,microsite.html,internal,PASS
design-system.html,microsite.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,microsite.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,video.html,internal,PASS
design-system.html,manual.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,contact-distributor.html#support,internal,PASS
design-system.html,contact-distributor.html#support,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,contact-distributor.html#distributor,internal,PASS
design-system.html,homepage.html#proof,internal,PASS
design-system.html,homepage.html#bond,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,demo-map.html,internal,PASS
design-system.html,design-system.html,internal,PASS
design-system.html,contact-distributor.html#contact,internal,PASS
design-system.html,#components,in-page,PASS
design-system.html,#matrix,in-page,PASS
design-system.html,#foundations,in-page,PASS
design-system.html,#components,in-page,PASS
design-system.html,#structure,in-page,PASS
design-system.html,#matrix,in-page,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,homepage.html#solutions,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,contact-distributor.html#support,internal,PASS
design-system.html,search.html,internal,PASS
design-system.html,search.html,internal,PASS
design-system.html,search.html,internal,PASS
design-system.html,products.html,internal,PASS
design-system.html,microsite.html,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,product-category-ethernet-switches.html,internal,PASS
design-system.html,products.html,internal,PASS
design-system.html,products.html,internal,PASS
design-system.html,homepage.html#solutions,internal,PASS
design-system.html,homepage.html#solutions,internal,PASS
design-system.html,homepage.html#solutions,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,article.html,internal,PASS
design-system.html,video.html,internal,PASS
design-system.html,contact-distributor.html#support,internal,PASS
design-system.html,contact-distributor.html#contact,internal,PASS
design-system.html,contact-distributor.html#distributor,internal,PASS
homepage.html,homepage.html,internal,PASS
homepage.html,#finder,in-page,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,#scenarios,in-page,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,video.html,internal,PASS
homepage.html,manual.html,internal,PASS
homepage.html,manual.html,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,contact-distributor.html,internal,PASS
homepage.html,contact-distributor.html,internal,PASS
homepage.html,contact-distributor.html,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,contact-distributor.html#distributor,internal,PASS
homepage.html,#proof,in-page,PASS
homepage.html,homepage.html#bond,internal,PASS
homepage.html,homepage.html#bond,internal,PASS
homepage.html,homepage.html#bond,internal,PASS
homepage.html,homepage.html#proof,internal,PASS
homepage.html,homepage.html#proof,internal,PASS
homepage.html,homepage.html#proof,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,video.html,internal,PASS
homepage.html,contact-distributor.html#distributor,internal,PASS
homepage.html,#bond,in-page,PASS
homepage.html,#finder,in-page,PASS
homepage.html,#families,in-page,PASS
homepage.html,#families,in-page,PASS
homepage.html,#scenarios,in-page,PASS
homepage.html,#finder,in-page,PASS
homepage.html,#bond,in-page,PASS
homepage.html,contact-distributor.html#contact,internal,PASS
homepage.html,contact-distributor.html#distributor,internal,PASS
homepage.html,homepage.html,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,products.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,microsite.html,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,manual.html,internal,PASS
homepage.html,contact-distributor.html#support,internal,PASS
homepage.html,contact-distributor.html#distributor,internal,PASS
homepage.html,homepage.html#bond,internal,PASS
homepage.html,homepage.html#bond,internal,PASS
homepage.html,article.html,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,homepage.html,internal,PASS
homepage.html,homepage.html,internal,PASS
homepage.html,homepage.html#proof,internal,PASS
homepage.html,product-category-ethernet-switches.html,internal,PASS
homepage.html,#finder,in-page,PASS
index.html,analytics.html,internal,PASS
index.html,article.html,internal,PASS
index.html,backend-compliance.html,internal,PASS
index.html,chatbot.html,internal,PASS
index.html,compare-quote.html,internal,PASS
index.html,contact-distributor.html,internal,PASS
index.html,demo-map.html,internal,PASS
index.html,design-system.html,internal,PASS
index.html,homepage.html,internal,PASS
index.html,journey.html,internal,PASS
index.html,manual.html,internal,PASS
index.html,compare-lv-hv.html,internal,PASS
index.html,microsite.html,internal,PASS
index.html,pdp.html,internal,PASS
index.html,product-category-ethernet-switches.html,internal,PASS
index.html,product-model-eds-4008-lv-hv.html,internal,PASS
index.html,product-series-eds-4008.html,internal,PASS
index.html,products.html,internal,PASS
index.html,search.html,internal,PASS
index.html,video.html,internal,PASS
journey.html,homepage.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,products.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,products.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,products.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,microsite.html,internal,PASS
journey.html,microsite.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,microsite.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,article.html,internal,PASS
journey.html,article.html,internal,PASS
journey.html,article.html,internal,PASS
journey.html,video.html,internal,PASS
journey.html,manual.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,contact-distributor.html#support,internal,PASS
journey.html,contact-distributor.html#support,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,contact-distributor.html#distributor,internal,PASS
journey.html,homepage.html#proof,internal,PASS
journey.html,homepage.html#bond,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,demo-map.html,internal,PASS
journey.html,design-system.html,internal,PASS
journey.html,contact-distributor.html#contact,internal,PASS
journey.html,#timeline,in-page,PASS
journey.html,#consent,in-page,PASS
journey.html,#profile,in-page,PASS
journey.html,#timeline,in-page,PASS
journey.html,#consent,in-page,PASS
journey.html,#next-best,in-page,PASS
journey.html,product-category-ethernet-switches.html,internal,PASS
journey.html,products.html,internal,PASS
journey.html,products.html,internal,PASS
journey.html,homepage.html#solutions,internal,PASS
journey.html,homepage.html#solutions,internal,PASS
journey.html,homepage.html#solutions,internal,PASS
journey.html,article.html,internal,PASS
journey.html,article.html,internal,PASS
journey.html,video.html,internal,PASS
journey.html,contact-distributor.html#support,internal,PASS
journey.html,contact-distributor.html#contact,internal,PASS
journey.html,contact-distributor.html#distributor,internal,PASS
manual.html,homepage.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,products.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,products.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,products.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,microsite.html,internal,PASS
manual.html,microsite.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,microsite.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,article.html,internal,PASS
manual.html,article.html,internal,PASS
manual.html,article.html,internal,PASS
manual.html,video.html,internal,PASS
manual.html,manual.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,contact-distributor.html#support,internal,PASS
manual.html,contact-distributor.html#support,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,contact-distributor.html#distributor,internal,PASS
manual.html,homepage.html#proof,internal,PASS
manual.html,homepage.html#bond,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,demo-map.html,internal,PASS
manual.html,design-system.html,internal,PASS
manual.html,contact-distributor.html#contact,internal,PASS
manual.html,#toc,in-page,PASS
manual.html,#overview,in-page,PASS
manual.html,#installation,in-page,PASS
manual.html,#configuration,in-page,PASS
manual.html,#specifications,in-page,PASS
manual.html,#downloads,in-page,PASS
manual.html,homepage.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,product-series-eds-4008.html,internal,PASS
manual.html,#downloads,in-page,PASS
manual.html,product-series-eds-4008.html,internal,PASS
manual.html,chatbot.html,internal,PASS
manual.html,#toc,in-page,PASS
manual.html,compare-lv-hv.html,internal,PASS
manual.html,#overview,in-page,PASS
manual.html,#installation,in-page,PASS
manual.html,#configuration,in-page,PASS
manual.html,#specifications,in-page,PASS
manual.html,product-series-eds-4008.html,internal,PASS
manual.html,product-series-eds-4008.html,internal,PASS
manual.html,product-category-ethernet-switches.html,internal,PASS
manual.html,products.html,internal,PASS
manual.html,products.html,internal,PASS
manual.html,homepage.html#solutions,internal,PASS
manual.html,homepage.html#solutions,internal,PASS
manual.html,homepage.html#solutions,internal,PASS
manual.html,article.html,internal,PASS
manual.html,article.html,internal,PASS
manual.html,video.html,internal,PASS
manual.html,contact-distributor.html#support,internal,PASS
manual.html,contact-distributor.html#contact,internal,PASS
manual.html,contact-distributor.html#distributor,internal,PASS
microsite.html,homepage.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,products.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,products.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,products.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,microsite.html,internal,PASS
microsite.html,microsite.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,microsite.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,article.html,internal,PASS
microsite.html,article.html,internal,PASS
microsite.html,article.html,internal,PASS
microsite.html,video.html,internal,PASS
microsite.html,manual.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,contact-distributor.html#support,internal,PASS
microsite.html,contact-distributor.html#support,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,contact-distributor.html#distributor,internal,PASS
microsite.html,homepage.html#proof,internal,PASS
microsite.html,homepage.html#bond,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,demo-map.html,internal,PASS
microsite.html,design-system.html,internal,PASS
microsite.html,contact-distributor.html#contact,internal,PASS
microsite.html,#leadForm,in-page,PASS
microsite.html,#builder,in-page,PASS
microsite.html,#builder,in-page,PASS
microsite.html,#content,in-page,PASS
microsite.html,#leadForm,in-page,PASS
microsite.html,#handoff,in-page,PASS
microsite.html,#leadForm,in-page,PASS
microsite.html,homepage.html#campaign,internal,PASS
microsite.html,product-category-ethernet-switches.html,internal,PASS
microsite.html,products.html,internal,PASS
microsite.html,products.html,internal,PASS
microsite.html,homepage.html#solutions,internal,PASS
microsite.html,homepage.html#solutions,internal,PASS
microsite.html,homepage.html#solutions,internal,PASS
microsite.html,article.html,internal,PASS
microsite.html,article.html,internal,PASS
microsite.html,video.html,internal,PASS
microsite.html,contact-distributor.html#support,internal,PASS
microsite.html,contact-distributor.html#contact,internal,PASS
microsite.html,contact-distributor.html#distributor,internal,PASS
pdp.html,homepage.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,products.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,products.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,products.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,microsite.html,internal,PASS
pdp.html,microsite.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,microsite.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,article.html,internal,PASS
pdp.html,article.html,internal,PASS
pdp.html,article.html,internal,PASS
pdp.html,video.html,internal,PASS
pdp.html,manual.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,contact-distributor.html#support,internal,PASS
pdp.html,contact-distributor.html#support,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,contact-distributor.html#distributor,internal,PASS
pdp.html,homepage.html#proof,internal,PASS
pdp.html,homepage.html#bond,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,demo-map.html,internal,PASS
pdp.html,design-system.html,internal,PASS
pdp.html,contact-distributor.html#contact,internal,PASS
pdp.html,#quote,in-page,PASS
pdp.html,#resources,in-page,PASS
pdp.html,#overview,in-page,PASS
pdp.html,#specs,in-page,PASS
pdp.html,#resources,in-page,PASS
pdp.html,#quote,in-page,PASS
pdp.html,product-category-ethernet-switches.html,internal,PASS
pdp.html,products.html,internal,PASS
pdp.html,products.html,internal,PASS
pdp.html,homepage.html#solutions,internal,PASS
pdp.html,homepage.html#solutions,internal,PASS
pdp.html,homepage.html#solutions,internal,PASS
pdp.html,article.html,internal,PASS
pdp.html,article.html,internal,PASS
pdp.html,video.html,internal,PASS
pdp.html,contact-distributor.html#support,internal,PASS
pdp.html,contact-distributor.html#contact,internal,PASS
pdp.html,contact-distributor.html#distributor,internal,PASS
product-category-ethernet-switches.html,homepage.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,products.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,products.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,products.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,microsite.html,internal,PASS
product-category-ethernet-switches.html,microsite.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,microsite.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,product-category-ethernet-switches.html,internal,PASS
product-category-ethernet-switches.html,article.html,internal,PASS
product-category-ethernet-switches.html,article.html,internal,PASS
product-category-ethernet-switches.html,article.html,internal,PASS
product-category-ethernet-switches.html,video.html,internal,PASS
product-category-ethernet-switches.html,manual.html,internal,PASS
